"wn.mu","wn.sigma1","wn.sigma2","maha.mu","maha.sigma1","maha.sigma2"
165.134554683679,1444.48894110847,7806.75771285128,184.916129032258,1043.24616673649,5161.78961038961
1262.09231579411,7806.75771285128,326994.155810346,1145.2,5161.78961038961,286828.823376623
